Code,latlng,place,name,lyric,artist,lyrics,year
,"22.295497711257322, 114.1708668051807",尖東站L出口,"K, 我已經夠秤買酒, 咁你幾時反黎",每次喺L出口都係蕩失路,Salty Chick,Salty Chick,2023
,"22.295463152955456, 114.16993093674147",1881 Heritage,"K, 我已經夠秤買酒, 咁你幾時反黎",行到1881就會開始識路,Salty Chick,Salty Chick,2023
,"22.280427179711516, 114.18434610975538",崇光百貨,倒數16日,再帶你去沿著Sogo掃街,Cy Leo 何卓彥,,
,"22.286173471906846, 114.14270462122965",西營盤,倒數16日,還是再開車走轉西營盤,Cy Leo 何卓彥,,
,"22.408607127199843, 114.20560928598682",九肚山,神秘麵包車,去到平分 啲錢買Rolls Royce加九肚山,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.315173517573072, 114.16898794443787",旺角,神秘麵包車,旺角地邊個夠老味惡要搞我地收爐,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.309764099841484, 114.17111225393498",彌敦道,十架私人遊艇 10 Yachts,成條彌敦道都知道呢區係睇緊牙方頭 what,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.338094694824246, 114.20018793882842",新蒲崗,B.L.A.M.,每日做歌 困喺新蒲崗,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.294503164136675, 114.1761226801434",星光大道,B.L.A.M.,星光大道見到我個掌印 唔係播緊我啲歌 我就想瞓,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.271194621132942, 114.14974306707045",杜莎夫人蠟像館,B.L.A.M.,蠟像館到見到個樣 快啲排隊嚟影相,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.31877710058556, 114.17208719249764",旺角,B.L.A.M.,旺角罪惡 名副其實 叫班撚樣咪衝出嚟柒,"BAKERIE, The Low Mays","BAKERIE, The Low Mays",2019
,"22.3170114282445, 114.1693127677205",維多利亞酒店,維記 Hotel Victoria,維記到砌你條菜，ayy,The Low Mays ,The Low Mays ,2018
,"22.295261795261176, 114.17154118889131",半島酒店,巧懶閒,走咗去半島酒店 同佢飲下午茶,The Low Mays ,The Low Mays ,2018
,"22.492395712785424, 114.0769548208159",信芯園,太陽花,鴨仔團 信芯園 啲花謝曬我都算,TomFatKi,Lincoin C/ Tomfatki/ 大文西,2019
,"22.320686721877887, 114.17086450850559",旺角,旺角,喂！ 係旺角我最撚惡 屌你咪撚學,The Low Mays ,The Low Mays ,2019
,"22.246045501557724, 114.24720714838263",大浪灣,富甲天下,海嘯襲港　佢走去大浪灣度滑浪,農夫,農夫,
,"22.283192330179848, 114.17020691734513",維港,十年人事,維多利亞海港　每年都Transform,農夫,農夫,
,"22.282995794890702, 114.1617449697654",皇后碼頭,十年人事,皇后碼頭要拆,農夫,農夫,
,"22.275374847041434, 114.17222501213124",利東街,十年人事,灣仔嗰條印刷　街又要拆,農夫,農夫,
,"22.280376135530496, 114.18662512861492",銅鑼灣,跟隊唔該,個褲腳大到笠住銅鑼灣,農夫,農夫,
,"22.28114913147996, 114.15557784116193",蘭桂坊,話太普通,我要 帶你去蘭桂坊clubbing,農夫,農夫,
,"22.270921831940008, 114.15085480462906",山頂,話太普通,我想 帶你去山頂看夜景,農夫,農夫,
,"22.282144215863553, 114.15813986360855",中環,話太普通,我要 帶你去中環shopping,農夫,農夫,
,"22.32121026102633, 113.94401387577516",亞博,板斧,Ig Post Magazine封面 落機上亞博,"Novel Flash, Novel Fergus","Novel Flash, Novel Fergus",2023
,"22.276421547940235, 114.17704742139796",活道,生於斯,在活道上 活該坦率的年紀,C ALLStar,,
,"22.254567236454847, 114.0433063699886",喜靈洲,喜靈州自嘆,而家畀拉咗去喜靈州嘞 有排慘咯,尹光,,
,"22.4709572514776, 114.35976358891757",塔門,日落塔門,這個島一切也剛好　正合我帶著你遁逃,K.I.S. 羅啟聰,陳心遙,2015
,"22.437692354825987, 114.16548084973084",荔枝山,荔枝山Rocky,荔枝山 是你的國度 時間 不等你的腳步,K.I.S. 羅啟聰,林一峰,2015
,"22.353608163484672, 114.1858864283631",獅子山,牧羊少年 獅子山,-,K.I.S. 羅啟聰,林寶,2016
,"22.28409026981615, 114.13784041247722",港大,港大女生,-,羽翹,夏至,
,"22.412924522623076, 114.27380397497905",企嶺,有誰露營,企嶺 貝澳 白泥同水浪窩,野佬 Yellow!,何秀萍,2022
,"22.23927053769411, 113.97902237824113",貝澳,有誰露營,企嶺 貝澳 白泥同水浪窩,野佬 Yellow!,何秀萍,2022
,"22.446144973930114, 113.95697455565504",白泥,有誰露營,企嶺 貝澳 白泥同水浪窩,野佬 Yellow!,何秀萍,2022
,"22.402608540049282, 114.27570582009504",水浪窩,有誰露營,企嶺 貝澳 白泥同水浪窩,野佬 Yellow!,何秀萍,2022
,"22.44237303785449, 114.2888737062823",深涌,有誰露營,深涌 錦田 搵一晚車中泊,野佬 Yellow!,何秀萍,2022
,"22.449875205062973, 114.06505428151519",錦田,有誰露營,深涌 錦田 搵一晚車中泊,野佬 Yellow!,何秀萍,2022
,"22.366667016347918, 114.02602494331421",大欖,有誰露營,大欖 昂坪 馬草壟 未去過 去過後發現 香港真係好靚,野佬 Yellow!,何秀萍,2022
,"22.392185951223684, 114.25109321370915",昂坪,有誰露營,大欖 昂坪 馬草壟 未去過 去過後發現 香港真係好靚,野佬 Yellow!,何秀萍,2022
,"22.524263225491236, 114.0951677884625",馬草壟,有誰露營,大欖 昂坪 馬草壟 未去過 去過後發現 香港真係好靚,野佬 Yellow!,何秀萍,2022
,"22.36120785431687, 114.0450423752987",青龍頭,我企喺青龍頭海岸,我企喺青龍頭海岸 但我個心留咗喺觀塘,morning_grief & James Tseung,morning_grief & James Tseung,2022
,"22.3663934656936, 114.13127890578133",葵涌,陳忠漢與趙美鳳,中環葵涌遊遍港九新界,林一峰,林一峰,2016
,"22.281502432101746, 114.15827046167745",中環,陳忠漢與趙美鳳,中環葵涌遊遍港九新界,林一峰,林一峰,2016
,"22.354549530578485, 114.09745159647582",青衣,世上只有一個約翰連儂,快些跳上巴士 我們在青衣等你,the pancakes,the pancakes,2011
,"22.409053078214054, 113.97316178223166",青山醫院,世上只有一個約翰連儂,我們在青山等你 我們在青山醫你,the pancakes,the pancakes,2011
,"22.38522804948547, 114.20352203675081",沙田第一城,三百呎環遊世界,在螢幕凝望東京 偏卻身處第一城,袁學謙,浜崎玉子 ,2021
,"22.328487213235537, 114.02376378998437",陰澳,香港漫遊,走進山頂 遊盪到陰澳 瑰麗豪庭外野餐,顏培珊,黃浩然,2014
,"22.270833576276193, 114.15043049876594",山頂,香港漫遊,走進山頂 遊盪到陰澳 瑰麗豪庭外野餐,顏培珊,黃浩然,2014
,"22.44038888988168, 114.08776798234143",菜園村,菜園屋邨,原來期望大到將屋邨變菜園,洪卓立,周耀輝,2011
,"22.49588537521037, 114.12049101433364",粉嶺高爾夫球場,島米,高爾夫球場同棕地優先 保留到係因為佢哋有錢,Boyz Reborn,Boyz Reborn,2019
,"22.440387993296127, 114.08668818691585",菜園村,島米,菜園村要連根拔起輕鬆,Boyz Reborn,Boyz Reborn,2019
,"22.281601223407627, 114.07248877702489",明日大嶼人工島,島米,人工島 人工島 排斥苦心的勸告,Boyz Reborn,Boyz Reborn,2019
,"22.27607061207193, 114.14815151974676",山頂,香港香港,山頂看小島水裡躺 處處換上新裝,陳美齡,鄭國江,1982
,"22.291796815781428, 114.17118646585001",維港,大香港精神,GTB 精神 維港 yachty 翻沉,GDB,GDB,2018
,"22.295254944255756, 114.17187882894375",半島酒店 Felix,金條男孩,Grab a drink at Felix 睇維港個啲景色,GDB,GDB,2018
,"22.235581312985698, 114.19548718743675",淺水灣,香港、香港,淺水灣夕照裡 銅鑼灣夜市裡,盧冠廷,黃霑,
,"22.281219362125487, 114.18464512404663",銅鑼灣,香港、香港,淺水灣夕照裡 銅鑼灣夜市裡,盧冠廷,黃霑,
,"22.248722517748757, 114.1548968049098",香港仔,香港、香港,香港仔共赤柱 尖沙咀旺角裡,盧冠廷,黃霑,
,"22.21827704966525, 114.21251382398191",赤柱,香港、香港,香港仔共赤柱 尖沙咀旺角裡,盧冠廷,黃霑,
,"22.30079090889235, 114.17378932791813",尖沙咀,香港、香港,香港仔共赤柱 尖沙咀旺角裡,盧冠廷,黃霑,
,"22.31642818596255, 114.1692032912752",旺角,香港、香港,香港仔共赤柱 尖沙咀旺角裡,盧冠廷,黃霑,
,"22.315287721272007, 114.17060678131297",旺角,香港大河蟹,旺角Yau Ma Tei通街藝術家 佢地最鍾意掃描你媽媽,ILUB,ILUB,2016
,"22.314096974578376, 114.17085149179158",油麻地,香港大河蟹,旺角Yau Ma Tei通街藝術家 佢地最鍾意掃描你媽媽,ILUB,ILUB,2016
,"22.301259137263408, 114.18228833379773",紅館,香港大河蟹,紅館每晚勁多勁Show 歌手一遞紙申請就有得做,ILUB,ILUB,2016
,"22.280883561831352, 114.15538543237253",蘭桂坊,香港大河蟹,無需迫喺老蘭同重慶森林,ILUB,ILUB,2016
,"22.296515060704678, 114.17247172793759",重慶大廈,香港大河蟹,無需迫喺老蘭同重慶森林,ILUB,ILUB,2016
,"22.322476542130243, 114.16876218919806",彌敦道,香港大河蟹,彌敦道永遠都吉 三條隧道永遠唔塞,ILUB,ILUB,2016
,"22.296407711959713, 114.17258030034166",重慶大廈,角度 (feat. ZAIN),用咗廿年時間證明我同重慶冇關係,Novel Fergus,Novel Fergus,2022
,"22.325872611000836, 114.15947870817821",通州街公園,角度 (feat. ZAIN),通公 朗公 i-one 塘尾道 洗衣街,Novel Fergus,Novel Fergus,2022
,"22.441893463924316, 114.01884379900599",元朗公園,角度 (feat. ZAIN),通公 朗公 i-one 塘尾道 洗衣街,Novel Fergus,Novel Fergus,2022
,"22.3317721453074, 114.1626685880299",i-ONE Internet Cafe (Sham Shui Po),角度 (feat. ZAIN),通公 朗公 i-one 塘尾道 洗衣街,Novel Fergus,Novel Fergus,2022
,"22.32119329364659, 114.16558241267575",塘尾道,角度 (feat. ZAIN),通公 朗公 i-one 塘尾道 洗衣街,Novel Fergus,Novel Fergus,2022
,"22.326182426955384, 114.17031168727551",洗衣街,角度 (feat. ZAIN),通公 朗公 i-one 塘尾道 洗衣街,Novel Fergus,Novel Fergus,2022
,"22.315556629052722, 114.26412813489213",坑口,The One,拖著手散步 坑口走到寶琳,Big Sammy,Big Sammy,2013
,"22.324530006359353, 114.25604282530303",寶琳,The One,拖著手散步 坑口走到寶琳,Big Sammy,Big Sammy,2013
,"22.26845581031615, 114.24146161388711",柴灣,我的象拔蚌,足夠餵飽成個柴灣區,The Low Mays,The Low Mays,2021
,"22.31960254567409, 114.16859072124764",砵蘭街,我的象拔蚌,喺砵蘭街叫雞，好似大閘蟹咁叫,The Low Mays,The Low Mays,2021
,"22.284606676728025, 114.14956337493497",荷李活道,我的象拔蚌,落荷里活街，識咗條姣屄,The Low Mays,The Low Mays,2021
,"22.32318024342082, 114.25705133583769",寶琳,我的象拔蚌,寶琳紅亭，係我嘅地頭,The Low Mays,The Low Mays,2021
,"22.28654099119261, 114.14227541494459",正街,正街,正街的背後 或有記憶被淘空,Serrini,陳俊瑋,2018
,"22.163416860563192, 114.25310670594052",蒲台島,蒲台島民,蒲台島佈滿人 原來已是假日,Patrick Shing,Sarah Li,2023
,"22.35582160308872, 114.24696088947853",蠔涌,西貢村名頌,蠔涌　南圍村　魷魚灣　將軍澳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.353684628584034, 114.26087140705691",南圍村,西貢村名頌,蠔涌　南圍村　魷魚灣　將軍澳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.32695950768926, 114.2602807031218",魷魚灣,西貢村名頌,蠔涌　南圍村　魷魚灣　將軍澳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.327023102635973, 114.25056554641381",將軍澳,西貢村名頌,蠔涌　南圍村　魷魚灣　將軍澳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.337631982177555, 114.25956118065034",大埔仔村,西貢村名頌,西坑地區有兩個大埔仔,西貢兒童合唱團,陳理、葉賜光,2010
,"22.316197857996404, 114.25351640818847",茅湖仔村,西貢村名頌,蠻窩　茅湖仔　大環頭村　相思灣　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.290792307541448, 114.29484152921117",大環頭村,西貢村名頌,蠻窩　茅湖仔　大環頭村　相思灣　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.30517005910109, 114.29093026434174",相思灣,西貢村名頌,蠻窩　茅湖仔　大環頭村　相思灣　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.334768075898758, 114.2386415236698",井欄樹村,西貢村名頌,井欄樹　響鐘　窩尾,西貢兒童合唱團,陳理、葉賜光,2010
,"22.35052185143535, 114.2517232146981",窩尾村,西貢村名頌,井欄樹　響鐘　窩尾,西貢兒童合唱團,陳理、葉賜光,2010
,"22.309438544479324, 114.28526546847789",上洋村,西貢村名頌,上洋村　下洋村　斧頭洲　水邊村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.304693577397636, 114.28698670689235",下洋村,西貢村名頌,上洋村　下洋村　斧頭洲　水邊村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.321277507803998, 114.2691162351605",水邊村,西貢村名頌,上洋村　下洋村　斧頭洲　水邊村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.34964084084875, 114.2345075205817",大藍湖,西貢村名頌,大藍湖　大坑口　大網仔,西貢兒童合唱團,陳理、葉賜光,2010
,"22.30423298838023, 114.29560409738772",大坑口村,西貢村名頌,大藍湖　大坑口　大網仔,西貢兒童合唱團,陳理、葉賜光,2010
,"22.445908093514483, 114.12865707883611",大網仔,西貢村名頌,大藍湖　大坑口　大網仔,西貢兒童合唱團,陳理、葉賜光,2010
,"22.357720711252956, 114.27170266548039",麻南笏,西貢村名頌,麻南笏　界咸村　馬游塘　檳榔灣,西貢兒童合唱團,陳理、葉賜光,2010
,"22.359072138668143, 114.23637736794352",界咸村,西貢村名頌,麻南笏　界咸村　馬游塘　檳榔灣,西貢兒童合唱團,陳理、葉賜光,2010
,"22.3202444804524, 114.24341017765909",馬游塘,西貢村名頌,麻南笏　界咸村　馬游塘　檳榔灣,西貢兒童合唱團,陳理、葉賜光,2010
,"22.31433975820974, 114.28508675948716",檳榔灣,西貢村名頌,麻南笏　界咸村　馬游塘　檳榔灣,西貢兒童合唱團,陳理、葉賜光,2010
,"22.342835499390326, 114.24667975755875",壁屋村,西貢村名頌,壁屋　黃猄仔　田下環村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.39886546975497, 114.27728772327309",南丫,西貢村名頌,南丫　輋徑篤　東龍洲　孟公屋,西貢兒童合唱團,陳理、葉賜光,2010
,"22.37098947187628, 114.26608386433684",輋徑篤,西貢村名頌,南丫　輋徑篤　東龍洲　孟公屋,西貢兒童合唱團,陳理、葉賜光,2010
,"22.25480372028303, 114.28872436890663",東龍洲,西貢村名頌,南丫　輋徑篤　東龍洲　孟公屋,西貢兒童合唱團,陳理、葉賜光,2010
,"22.315159204622844, 114.2788640395794",孟公屋,西貢村名頌,南丫　輋徑篤　東龍洲　孟公屋,西貢兒童合唱團,陳理、葉賜光,2010
,"22.3886728165882, 114.26438527186802",南山村,西貢村名頌,南山　北圍村　山寮,西貢兒童合唱團,陳理、葉賜光,2010
,"22.360028353680484, 114.25460880013885",北圍村,西貢村名頌,南山　北圍村　山寮,西貢兒童合唱團,陳理、葉賜光,2010
,"22.395443250082984, 114.27459404797752",山寮村,西貢村名頌,南山　北圍村　山寮,西貢兒童合唱團,陳理、葉賜光,2010
,"22.379101200313727, 114.3027889326295",鹽田仔,西貢村名頌,鹽田仔，澳頭村，赤沙，石坑村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.400490654468204, 114.28174126137957",澳頭村,西貢村名頌,鹽田仔，澳頭村，赤沙，石坑村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.4088637847235, 114.2978270161711",石坑村,西貢村名頌,鹽田仔，澳頭村，赤沙，石坑村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.366791163963057, 114.25925811007886",白沙灣,西貢村名頌,白沙灣，滘西新村，布袋澳,西貢兒童合唱團,陳理、葉賜光,2010
,"22.36836077021059, 114.25850748409876",滘西新村,西貢村名頌,白沙灣，滘西新村，布袋澳,西貢兒童合唱團,陳理、葉賜光,2010
,"22.275388227774055, 114.29570512388084",布袋澳,西貢村名頌,白沙灣，滘西新村，布袋澳,西貢兒童合唱團,陳理、葉賜光,2010
,"22.47297716519263, 114.22857191138966",龍尾村,西貢村名頌,林屋　龍尾村　北潭涌　白臘村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.397129088776115, 114.31947822081368",北潭涌,西貢村名頌,林屋　龍尾村　北潭涌　白臘村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.353507339261125, 114.36042875109007",白臘村,西貢村名頌,林屋　龍尾村　北潭涌　白臘村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.40343493170858, 114.29542844226702",黃毛應村,西貢村名頌,黃毛應　莫遮輋　鯽魚湖,西貢兒童合唱團,陳理、葉賜光,2010
,"22.34792323646548, 114.24956732465068",莫遮輋,西貢村名頌,黃毛應　莫遮輋　鯽魚湖,西貢兒童合唱團,陳理、葉賜光,2010
,"22.40106817774103, 114.32340999092149",鯽魚湖,西貢村名頌,黃毛應　莫遮輋　鯽魚湖,西貢兒童合唱團,陳理、葉賜光,2010
,"22.349861187655762, 114.35356060976947",糧船灣,西貢村名頌,糧船灣　浪茄灣　澳浪村　西灣村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.374839526264047, 114.37689628505608",浪茄灣,西貢村名頌,糧船灣　浪茄灣　澳浪村　西灣村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.39686044515683, 114.3709477865009",西灣村,西貢村名頌,糧船灣　浪茄灣　澳浪村　西灣村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.36526424865295, 114.2516360202458",慶徑石,西貢村名頌,慶徑石　黃猄地　大腦,西貢兒童合唱團,陳理、葉賜光,2010
,"22.368961597488184, 114.2423216191478",大腦古道,西貢村名頌,慶徑石　黃猄地　大腦,西貢兒童合唱團,陳理、葉賜光,2010
,"22.394376347708917, 114.31612409197756",黃猄地,西貢村名頌,慶徑石　黃猄地　大腦,西貢兒童合唱團,陳理、葉賜光,2010
,"22.381654534767264, 114.27285794911035",萬宜灣村,西貢村名頌,萬宜灣　黃竹山　蕉坑村　觀門村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.37033571992827, 114.26859669775038",蕉坑村,西貢村名頌,萬宜灣　黃竹山　蕉坑村　觀門村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.384764586029338, 114.26037265334044",黃竹山村,西貢村名頌,萬宜灣　黃竹山　蕉坑村　觀門村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.37643641645258, 114.27151995168849",官門漁村,西貢村名頌,萬宜灣　黃竹山　蕉坑村　觀門村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.376219420305752, 114.2726987964746",伯多祿村,西貢村名頌,對面海　仲有伯多祿村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.375888247117466, 114.27014685273214",對面海,西貢村名頌,對面海　仲有伯多祿村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.394890931026016, 114.27792140104239",大環村,西貢村名頌,大環村　禾寮村　斬竹灣　北港坳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.39934711356637, 114.280525846935",禾寮村,西貢村名頌,大環村　禾寮村　斬竹灣　北港坳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.39297996885808, 114.30855464162495",斬竹灣,西貢村名頌,大環村　禾寮村　斬竹灣　北港坳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.383367901838508, 114.26145267259554",北港凹,西貢村名頌,大環村　禾寮村　斬竹灣　北港坳　,西貢兒童合唱團,陳理、葉賜光,2010
,"22.370738613709833, 114.26281185062646",打蠔墩,西貢村名頌,屋場　打蠔墩　沙角尾,西貢兒童合唱團,陳理、葉賜光,2010
,"22.38773360911118, 114.27003440824467",沙角尾村,西貢村名頌,屋場　打蠔墩　沙角尾,西貢兒童合唱團,陳理、葉賜光,2010
,"22.407105651716794, 114.30281140688766",坪墩,西貢村名頌,坪墩　鐵鉗坑　蛇頭村　大浪村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.40504371434418, 114.3009319496645",鐵鉗坑,西貢村名頌,坪墩　鐵鉗坑　蛇頭村　大浪村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.39814217551175, 114.30215861418579",蛇頭村,西貢村名頌,坪墩　鐵鉗坑　蛇頭村　大浪村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.417156458404804, 114.37186597559064",大浪村,西貢村名頌,坪墩　鐵鉗坑　蛇頭村　大浪村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.402490277975417, 114.28519604035024",昂窩,西貢村名頌,昂窩　早禾坑　沙下村　沙咀,西貢兒童合唱團,陳理、葉賜光,2010
,"22.395591996050282, 114.28942269725094",早禾坑,西貢村名頌,昂窩　早禾坑　沙下村　沙咀,西貢兒童合唱團,陳理、葉賜光,2010
,"22.388885749856275, 114.27581029580676",沙下村,西貢村名頌,昂窩　早禾坑　沙下村　沙咀,西貢兒童合唱團,陳理、葉賜光,2010
,"22.359605896948388, 114.26555044594569",沙咀,西貢村名頌,昂窩　早禾坑　沙下村　沙咀,西貢兒童合唱團,陳理、葉賜光,2010
,"22.384486851792133, 114.31597687541021",黃宜洲,西貢村名頌,黃宜洲　黃竹坑　氹笏村　北丫村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.356668016502795, 114.27172624521819",氹笏村,西貢村名頌,黃宜洲　黃竹坑　氹笏村　北丫村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.352841365566807, 114.34936836889132",北丫村,西貢村名頌,黃宜洲　黃竹坑　氹笏村　北丫村,西貢兒童合唱團,陳理、葉賜光,2010
,"22.235891254866882, 114.23480316745082",東丫村,西貢村名頌,東丫村　火頭盤　浪徑,西貢兒童合唱團,陳理、葉賜光,2010
,"22.399039224287204, 114.28225532815574",浪徑,西貢村名頌,東丫村　火頭盤　浪徑,西貢兒童合唱團,陳理、葉賜光,2010
,"22.283567650982327, 114.18955520127014",維園,愛不過維園,愛不過維園 為求陪著你 興致逛一圈,張子丰,Gavin Lo,2015
,"22.208611526232094, 114.02958573267713",長洲,富林太空站,我條賓周長過長洲,The Low Mays,The Low Mays,
,"22.31868422054644, 114.19906572512849",啟德機場,新界香港跨區之戀,據說你就是香港的啟德機場,The Lee's,Ah Wing,2012
,"22.282686666323507, 114.12843216954992",西環的餐室,新界香港跨區之戀,西環的餐室就是懷舊的山丘,The Lee's,Ah Wing,2012
,"22.469755829495494, 114.20980538704043",大埔,新界香港跨區之戀,大埔深秋仿佛給你喝醉,The Lee's,Ah Wing,2012
,"22.335727300514172, 114.14029718606402",美孚新邨,新界香港跨區之戀,你説要公平點就要搬到九龍區的美孚新邨,The Lee's,Ah Wing,2012
,"22.291298291641986, 114.19995976250281",新光戲院,東隧,光陰飛快步速緩慢 新光院線舊竹棚,徐嘉浩,Angryangry,2016
,"22.217539592345926, 114.21311190139338",赤柱,東隧,老細佢無返 佢掛住赤柱嘅葡萄酒好歎,徐嘉浩,Angryangry,2016
,"22.295106892322263, 114.22259082934129",東區海底隧道,東隧,繁忙夜深宵時間 隧道前入錯閘咁樣仲慘,徐嘉浩,Angryangry,2016
,"22.329160786044277, 114.18985986839861",九龍城,九龍城,Kowloon City That's our destination,徐嘉浩,徐嘉浩,2014
,"22.447367377492718, 114.16725946219213",大埔,大埔,Come back to Tai Po,徐嘉浩,徐嘉浩,2014
,"22.294847142716268, 114.17072673889112",尖沙咀行人隧道,Subway at Tsim Sha Tsui ,-,徐嘉浩,徐嘉浩,2014
,"22.280801580223148, 114.15573705764355",蘭桂坊,Lan Kwai Fong,We'll spill into the night In Lan Kwai Fong,徐嘉浩,徐嘉浩,2013
,"22.280799875184066, 114.1560383252645",Beijing Club,Lan Kwai Fong,Expensive drinks At Beijing club,徐嘉浩,徐嘉浩,2013
,"22.280921785938016, 114.15573972489165",蘭桂坊 7/11,Lan Kwai Fong,Go Seven-Eleven Show your wallet some love,徐嘉浩,徐嘉浩,2013
,"22.31755895857552, 114.2145630704268",牛頭角工廈,牛頭角,朋友你夾嘢就牛頭角 ~ Oh Oh,徐嘉浩,阿檸,2016
,"22.33148944430837, 114.16331825183818",深水埗,深水埗,Sham Shui Po Working day and night,徐嘉浩,徐嘉浩,2016
,"22.217421106011738, 114.20311496781848",舂坎角,I Can't Quit,洛杉磯 舂坎角 空間不上鎖,歐倩怡,李焯雄,2001
,"22.258318720964336, 114.23027494838293",歌連臣角火葬場,金榜題名,掹槍就咪撚莫薑 幫你訂定歌連臣角火葬場,麥浚龍,周耀輝、Novel Fergus、PetPetShawn、K I T、JBS、Ghost Style、Phat,2024
,"22.250841186092572, 114.13687451587886",華富邨,華富山歌,從華富邨商店 望落海邊的樹木,Carson Leung,Carson Leung,2022
,"22.280280591071307, 114.18433373289095",銅鑼灣,銅鑼灣光污染問題嚴重,銅鑼灣光污染問題嚴重,Carson Leung,Carson Leung,2022
,"22.287662145246014, 114.15489556112696",維港,香港早晨,不知道你近況 混凝土填滿維港,Carson Leung,Carson Leung,2022
,"22.279734940742763, 114.18607200771535",怡和街,將你我掛在牆上,每個聖誕假由怡和街行去銅鑼灣海旁,Carson Leung,Carson Leung,2022
,"22.284061877211144, 114.18595079901426",銅鑼灣海旁,將你我掛在牆上,每個聖誕假由怡和街行去銅鑼灣海旁,Carson Leung,Carson Leung,2022
,"22.2348259504798, 114.17186393918443",海洋公園,Spaghetti,寂寞的海洋公園 海豚在水中流淚,梁詠琪,王中言,
,"22.353591239932364, 114.18720618493461",獅子山,同舟共濟,但願日後獅子山下 人人團結 永不分化,許冠傑,許冠傑,
,"22.322888428031394, 114.27188510815445",銀線灣,Say Yes REMIX,銀線灣我與你浪漫看海 幻想著,ANGO、YPU Z、YPU ROSE,ANGO、YPU,2020
,"22.477770379569943, 114.23545296558362",八仙嶺,R.I.P.,八仙嶺大火 燃燒係我記憶裡面,LMF,LMF,
,"22.24928671434918, 113.92010293405592",鳳凰山,鳳凰山之歌,登上鳳凰 汗已濕透面龐,區瑞強,區瑞強,
,"22.314102769790438, 114.1873529944136",馬頭圍道,Ma Tau Wai Road,-,Bolis Pupul,Bolis Pupul,2024
,"22.30094981016895, 114.18255293428403",紅館,終於出歌,答應你我上紅館 帶錯你去殯儀館,FINALLY,Nic Tsui、FINALLY,2023
,"22.306333630695793, 114.18249816543904",殯儀館(紅磡),終於出歌,答應你我上紅館 帶錯你去殯儀館,FINALLY,Nic Tsui、FINALLY,2023
,"22.36823641652327, 114.05955401883473",深井,終於出歌,跳燒鵝湖我轉到去深井,FINALLY,Nic Tsui、FINALLY,2023
,"22.342438505486694, 114.1934770630136",黃大仙,終於出歌,黃大仙話我哋會出名,FINALLY,Nic Tsui、FINALLY,2023
,"22.249478021675188, 113.86899877939602",大澳,大澳之歌,望沿岸處只見小屋遍佈 大澳化水彩美麗圖,區瑞強,區瑞強,2023
,"22.54082046912607, 114.43422932289646",東平洲,東平洲之歌,難得置身這小島東平洲 形態似月光輕啟眼眸,區瑞強,區瑞強,2023
,"22.372169954175497, 113.98799052781109",黃金泳灘,黃金海灘老了,黃金海灘今天老了 回憶都不算少,薛德勇,阿達,2021
,"22.36198081738094, 114.17975468994253",紅梅谷,夢到沙田,細個個陣，我地好鍾意去紅梅谷到玩架,黃秀儀 ,韋然,1982
